angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.02,"(608, 228, 122, 122)",0.0,0.01,0.01,0.84,0.12,0.0
0.01,"(607, 228, 124, 124)",0.0,0.01,0.01,0.89,0.08,0.0
0.01,"(608, 228, 123, 123)",0.0,0.01,0.01,0.88,0.09,0.0
0.01,"(608, 228, 123, 123)",0.0,0.01,0.01,0.86,0.11,0.0
0.01,"(608, 228, 123, 123)",0.0,0.01,0.01,0.87,0.1,0.0
0.01,"(607, 227, 124, 124)",0.0,0.01,0.01,0.84,0.12,0.0
0.01,"(607, 227, 125, 125)",0.0,0.01,0.01,0.92,0.05,0.0
0.01,"(607, 227, 125, 125)",0.0,0.01,0.01,0.93,0.05,0.0
0.01,"(607, 227, 124, 124)",0.0,0.01,0.01,0.91,0.07,0.0
0.01,"(607, 227, 124, 124)",0.0,0.01,0.01,0.89,0.08,0.0
0.01,"(607, 227, 124, 124)",0.0,0.01,0.0,0.88,0.09,0.0
0.01,"(607, 227, 124, 124)",0.0,0.01,0.0,0.89,0.08,0.0
0.01,"(608, 228, 123, 123)",0.0,0.01,0.01,0.91,0.07,0.0
0.01,"(607, 227, 125, 125)",0.0,0.01,0.01,0.91,0.06,0.0
0.03,"(607, 226, 124, 124)",0.0,0.01,0.01,0.86,0.09,0.0
0.01,"(607, 227, 125, 125)",0.0,0.01,0.01,0.91,0.06,0.0
0.01,"(608, 227, 125, 125)",0.0,0.01,0.01,0.91,0.06,0.0
0.01,"(607, 227, 125, 125)",0.0,0.01,0.01,0.9,0.07,0.0
0.01,"(607, 227, 125, 125)",0.0,0.01,0.01,0.89,0.08,0.0
0.02,"(607, 226, 125, 125)",0.0,0.01,0.01,0.88,0.08,0.0
0.01,"(608, 227, 124, 124)",0.0,0.01,0.01,0.9,0.07,0.0
0.02,"(605, 225, 127, 127)",0.0,0.01,0.01,0.89,0.08,0.0
0.01,"(607, 227, 125, 125)",0.0,0.01,0.01,0.92,0.06,0.0
0.01,"(607, 227, 125, 125)",0.0,0.01,0.01,0.91,0.07,0.0
0.01,"(607, 227, 125, 125)",0.0,0.01,0.01,0.91,0.06,0.0
0.01,"(606, 227, 126, 126)",0.0,0.01,0.0,0.89,0.09,0.0
0.01,"(606, 227, 126, 126)",0.0,0.01,0.0,0.91,0.07,0.0
0.01,"(606, 228, 125, 125)",0.0,0.01,0.0,0.89,0.09,0.0
0.01,"(607, 228, 124, 124)",0.0,0.01,0.01,0.9,0.08,0.0
0.01,"(607, 228, 124, 124)",0.0,0.01,0.01,0.89,0.08,0.0
0.01,"(607, 228, 125, 125)",0.0,0.01,0.0,0.88,0.09,0.0
0.01,"(609, 229, 123, 123)",0.0,0.01,0.01,0.88,0.09,0.0
0.01,"(607, 227, 126, 126)",0.0,0.01,0.0,0.89,0.08,0.0
0.01,"(606, 227, 126, 126)",0.0,0.01,0.0,0.88,0.1,0.0
0.01,"(609, 229, 123, 123)",0.0,0.01,0.01,0.89,0.08,0.0
0.01,"(607, 228, 125, 125)",0.0,0.01,0.0,0.86,0.11,0.0
0.01,"(608, 229, 124, 124)",0.0,0.02,0.0,0.86,0.11,0.0
0.01,"(608, 229, 124, 124)",0.0,0.01,0.0,0.9,0.07,0.0
0.01,"(608, 229, 124, 124)",0.0,0.02,0.0,0.9,0.07,0.0
0.01,"(608, 229, 123, 123)",0.0,0.02,0.01,0.9,0.05,0.0
0.02,"(607, 228, 126, 126)",0.0,0.09,0.02,0.78,0.06,0.04
0.03,"(604, 225, 130, 130)",0.0,0.11,0.01,0.69,0.09,0.06
0.02,"(603, 223, 133, 133)",0.0,0.12,0.01,0.67,0.09,0.08
0.05,"(603, 224, 130, 130)",0.0,0.11,0.01,0.65,0.12,0.06
0.05,"(604, 224, 129, 129)",0.0,0.15,0.01,0.5,0.17,0.12
0.04,"(604, 224, 129, 129)",0.0,0.13,0.01,0.62,0.12,0.07
0.03,"(603, 225, 127, 127)",0.0,0.1,0.02,0.72,0.09,0.03
0.03,"(601, 224, 129, 129)",0.0,0.06,0.03,0.77,0.07,0.04
0.03,"(601, 224, 129, 129)",0.0,0.08,0.04,0.71,0.09,0.06
0.02,"(603, 224, 128, 128)",0.0,0.06,0.01,0.77,0.1,0.03
0.02,"(603, 224, 127, 127)",0.0,0.05,0.02,0.82,0.07,0.02
0.02,"(603, 224, 127, 127)",0.0,0.05,0.02,0.82,0.07,0.02
0.02,"(603, 224, 127, 127)",0.0,0.04,0.02,0.83,0.07,0.02
0.02,"(603, 224, 127, 127)",0.0,0.04,0.02,0.84,0.06,0.01
0.03,"(604, 224, 127, 127)",0.0,0.06,0.02,0.81,0.07,0.02
0.04,"(605, 226, 124, 124)",0.0,0.12,0.01,0.61,0.21,0.01
0.03,"(604, 224, 126, 126)",0.0,0.06,0.01,0.6,0.3,0.0
0.01,"(606, 226, 125, 125)",0.0,0.11,0.0,0.64,0.23,0.0
0.01,"(604, 225, 127, 127)",0.0,0.09,0.01,0.63,0.25,0.0
0.02,"(605, 225, 127, 127)",0.0,0.08,0.01,0.71,0.18,0.01
0.02,"(604, 224, 130, 130)",0.0,0.07,0.01,0.74,0.15,0.02
0.02,"(605, 225, 124, 124)",0.0,0.03,0.03,0.79,0.11,0.01
0.02,"(607, 225, 123, 123)",0.0,0.02,0.02,0.88,0.07,0.0
0.03,"(605, 225, 123, 123)",0.0,0.03,0.02,0.83,0.09,0.01
0.02,"(605, 225, 124, 124)",0.0,0.02,0.03,0.85,0.06,0.01
0.03,"(605, 225, 124, 124)",0.0,0.03,0.02,0.82,0.09,0.01
0.03,"(604, 225, 125, 125)",0.0,0.04,0.02,0.79,0.1,0.01
0.07,"(604, 225, 126, 126)",0.0,0.06,0.01,0.67,0.17,0.02
0.04,"(605, 226, 124, 124)",0.0,0.05,0.01,0.72,0.15,0.02
0.02,"(606, 226, 125, 125)",0.0,0.02,0.01,0.86,0.09,0.01
0.02,"(606, 226, 125, 125)",0.0,0.02,0.01,0.87,0.09,0.0
0.01,"(607, 227, 123, 123)",0.0,0.01,0.01,0.9,0.07,0.0
0.01,"(608, 227, 123, 123)",0.0,0.01,0.01,0.92,0.05,0.0
0.01,"(608, 228, 122, 122)",0.0,0.02,0.0,0.88,0.09,0.0
0.01,"(609, 229, 122, 122)",0.0,0.04,0.0,0.85,0.11,0.0
0.01,"(607, 229, 124, 124)",0.0,0.09,0.0,0.76,0.14,0.0
0.01,"(605, 227, 128, 128)",0.0,0.14,0.0,0.57,0.27,0.0
0.01,"(605, 226, 128, 128)",0.0,0.07,0.0,0.77,0.13,0.01
0.0,"(606, 227, 127, 127)",0.0,0.02,0.0,0.9,0.07,0.0
0.01,"(607, 228, 124, 124)",0.0,0.03,0.01,0.86,0.09,0.0
