angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.05,"(576, 192, 150, 150)",0.0,0.01,0.0,0.37,0.57,0.0
0.06,"(576, 192, 150, 150)",0.0,0.01,0.0,0.39,0.55,0.0
0.06,"(574, 190, 153, 153)",0.0,0.01,0.0,0.5,0.43,0.0
0.04,"(576, 192, 151, 151)",0.0,0.01,0.0,0.61,0.34,0.0
0.05,"(576, 191, 151, 151)",0.0,0.01,0.0,0.44,0.5,0.0
0.06,"(576, 192, 150, 150)",0.0,0.01,0.0,0.35,0.59,0.0
0.05,"(576, 192, 150, 150)",0.0,0.01,0.0,0.34,0.59,0.0
0.06,"(576, 192, 150, 150)",0.0,0.01,0.0,0.34,0.6,0.0
0.06,"(576, 192, 150, 150)",0.0,0.01,0.0,0.31,0.62,0.0
0.03,"(577, 193, 149, 149)",0.0,0.01,0.0,0.38,0.58,0.0
0.09,"(577, 192, 149, 149)",0.0,0.01,0.0,0.28,0.62,0.0
0.07,"(577, 193, 148, 148)",0.0,0.01,0.0,0.23,0.69,0.0
0.07,"(577, 193, 148, 148)",0.0,0.01,0.0,0.23,0.68,0.0
0.1,"(576, 192, 149, 149)",0.0,0.01,0.0,0.32,0.56,0.0
0.12,"(578, 194, 147, 147)",0.0,0.02,0.0,0.36,0.5,0.0
0.11,"(576, 193, 148, 148)",0.0,0.02,0.0,0.35,0.52,0.0
0.11,"(577, 193, 148, 148)",0.0,0.01,0.0,0.29,0.59,0.0
0.05,"(579, 193, 148, 148)",0.0,0.01,0.0,0.34,0.6,0.0
0.11,"(577, 192, 148, 148)",0.0,0.01,0.0,0.3,0.58,0.0
0.17,"(577, 191, 149, 149)",0.0,0.01,0.0,0.29,0.53,0.0
0.25,"(576, 190, 150, 150)",0.0,0.01,0.0,0.28,0.46,0.0
0.15,"(575, 190, 151, 151)",0.0,0.01,0.0,0.4,0.44,0.0
0.13,"(575, 190, 151, 151)",0.0,0.02,0.0,0.43,0.42,0.01
0.1,"(574, 189, 153, 153)",0.0,0.01,0.01,0.66,0.21,0.01
0.12,"(572, 188, 155, 155)",0.0,0.01,0.0,0.73,0.13,0.01
0.1,"(572, 187, 156, 156)",0.0,0.01,0.0,0.66,0.22,0.01
0.07,"(573, 187, 156, 156)",0.0,0.01,0.0,0.67,0.24,0.01
0.17,"(572, 188, 156, 156)",0.0,0.02,0.01,0.62,0.17,0.02
0.09,"(574, 188, 155, 155)",0.0,0.03,0.02,0.72,0.09,0.05
0.2,"(572, 188, 157, 157)",0.0,0.04,0.03,0.55,0.1,0.08
0.17,"(574, 189, 154, 154)",0.0,0.03,0.02,0.66,0.07,0.05
0.15,"(575, 190, 153, 153)",0.0,0.03,0.02,0.67,0.09,0.05
0.22,"(576, 191, 151, 151)",0.0,0.03,0.01,0.58,0.12,0.04
0.25,"(574, 190, 153, 153)",0.0,0.03,0.01,0.52,0.14,0.06
0.23,"(576, 191, 152, 152)",0.0,0.03,0.01,0.55,0.15,0.03
0.29,"(575, 190, 152, 152)",0.0,0.03,0.0,0.42,0.24,0.02
0.24,"(575, 191, 152, 152)",0.0,0.03,0.0,0.48,0.23,0.02
0.31,"(575, 190, 152, 152)",0.0,0.03,0.0,0.43,0.19,0.03
0.28,"(575, 189, 153, 153)",0.0,0.02,0.01,0.53,0.14,0.02
0.17,"(574, 189, 154, 154)",0.0,0.04,0.02,0.56,0.14,0.06
0.24,"(572, 189, 153, 153)",0.0,0.05,0.02,0.5,0.15,0.05
0.12,"(573, 188, 155, 155)",0.0,0.08,0.06,0.51,0.11,0.13
0.12,"(573, 188, 155, 155)",0.0,0.07,0.05,0.54,0.12,0.1
0.15,"(573, 188, 155, 155)",0.0,0.03,0.01,0.66,0.11,0.04
0.13,"(574, 189, 154, 154)",0.0,0.02,0.0,0.72,0.11,0.02
0.17,"(574, 191, 153, 153)",0.0,0.02,0.01,0.62,0.13,0.06
0.13,"(575, 192, 153, 153)",0.0,0.02,0.01,0.69,0.09,0.05
0.19,"(576, 194, 151, 151)",0.0,0.03,0.01,0.57,0.11,0.09
0.25,"(576, 195, 150, 150)",0.0,0.03,0.01,0.55,0.11,0.05
0.31,"(574, 192, 150, 150)",0.0,0.02,0.0,0.53,0.1,0.03
0.23,"(573, 191, 152, 152)",0.0,0.01,0.0,0.67,0.08,0.01
