angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.02,"(607, 210, 112, 112)",0.0,0.02,0.02,0.83,0.12,0.0
0.03,"(607, 210, 112, 112)",0.0,0.02,0.02,0.81,0.12,0.0
0.02,"(607, 209, 114, 114)",0.0,0.02,0.01,0.82,0.11,0.01
0.02,"(607, 209, 114, 114)",0.0,0.02,0.01,0.82,0.12,0.0
0.03,"(606, 208, 116, 116)",0.0,0.01,0.01,0.85,0.1,0.0
0.03,"(606, 208, 116, 116)",0.0,0.02,0.02,0.82,0.12,0.0
0.02,"(606, 208, 116, 116)",0.0,0.01,0.02,0.83,0.11,0.0
0.01,"(607, 209, 115, 115)",0.0,0.01,0.01,0.87,0.09,0.0
0.02,"(606, 208, 116, 116)",0.0,0.02,0.02,0.82,0.12,0.0
0.02,"(608, 209, 114, 114)",0.0,0.02,0.01,0.84,0.11,0.0
0.02,"(608, 209, 114, 114)",0.0,0.02,0.02,0.85,0.1,0.0
0.03,"(607, 208, 116, 116)",0.0,0.01,0.03,0.84,0.08,0.0
0.02,"(608, 210, 112, 112)",0.0,0.02,0.02,0.82,0.12,0.0
0.02,"(607, 208, 116, 116)",0.0,0.01,0.03,0.86,0.07,0.0
0.02,"(606, 208, 116, 116)",0.0,0.01,0.03,0.85,0.09,0.0
0.02,"(607, 208, 116, 116)",0.0,0.01,0.02,0.86,0.08,0.0
0.02,"(607, 208, 116, 116)",0.0,0.01,0.02,0.88,0.07,0.0
0.02,"(608, 209, 114, 114)",0.0,0.01,0.01,0.85,0.1,0.0
0.02,"(607, 208, 116, 116)",0.0,0.01,0.01,0.89,0.07,0.0
0.02,"(606, 208, 116, 116)",0.0,0.01,0.02,0.84,0.1,0.0
0.03,"(606, 208, 115, 115)",0.0,0.02,0.02,0.78,0.15,0.01
0.02,"(606, 208, 115, 115)",0.0,0.02,0.02,0.8,0.13,0.01
0.03,"(606, 208, 115, 115)",0.0,0.02,0.02,0.79,0.14,0.01
0.03,"(606, 208, 115, 115)",0.0,0.02,0.03,0.76,0.15,0.01
0.04,"(606, 209, 114, 114)",0.0,0.02,0.02,0.74,0.17,0.01
0.03,"(607, 209, 113, 113)",0.0,0.01,0.03,0.82,0.1,0.01
0.02,"(607, 210, 113, 113)",0.0,0.01,0.02,0.82,0.12,0.0
0.03,"(607, 209, 114, 114)",0.0,0.02,0.02,0.81,0.12,0.0
0.03,"(608, 210, 112, 112)",0.0,0.01,0.02,0.83,0.1,0.0
0.03,"(607, 209, 114, 114)",0.0,0.01,0.01,0.85,0.09,0.0
0.03,"(607, 209, 114, 114)",0.0,0.01,0.02,0.84,0.1,0.0
0.02,"(607, 209, 114, 114)",0.0,0.01,0.01,0.86,0.09,0.0
0.02,"(607, 209, 114, 114)",0.0,0.01,0.02,0.86,0.08,0.0
0.02,"(608, 210, 112, 112)",0.0,0.01,0.02,0.89,0.07,0.0
0.02,"(607, 209, 114, 114)",0.0,0.01,0.01,0.88,0.08,0.0
0.02,"(608, 209, 113, 113)",0.0,0.01,0.03,0.85,0.09,0.0
0.01,"(607, 209, 115, 115)",0.0,0.01,0.01,0.88,0.08,0.0
0.02,"(608, 209, 114, 114)",0.0,0.01,0.01,0.87,0.08,0.0
0.02,"(607, 209, 114, 114)",0.0,0.02,0.01,0.83,0.11,0.0
0.03,"(606, 208, 115, 115)",0.0,0.01,0.01,0.83,0.11,0.0
0.02,"(606, 208, 116, 116)",0.0,0.01,0.02,0.84,0.1,0.01
0.02,"(608, 210, 112, 112)",0.0,0.02,0.01,0.84,0.11,0.0
0.02,"(606, 208, 116, 116)",0.0,0.01,0.02,0.86,0.08,0.01
0.02,"(606, 208, 116, 116)",0.0,0.01,0.02,0.87,0.08,0.0
0.01,"(607, 209, 114, 114)",0.0,0.01,0.02,0.86,0.09,0.0
0.01,"(606, 208, 115, 115)",0.0,0.01,0.01,0.87,0.09,0.0
0.01,"(607, 208, 115, 115)",0.0,0.02,0.02,0.84,0.1,0.0
0.01,"(607, 209, 113, 113)",0.0,0.01,0.01,0.87,0.09,0.0
0.01,"(606, 208, 115, 115)",0.0,0.01,0.01,0.87,0.09,0.0
0.01,"(608, 209, 113, 113)",0.0,0.02,0.01,0.82,0.13,0.0
0.01,"(607, 208, 114, 114)",0.0,0.02,0.01,0.85,0.1,0.0
0.02,"(607, 207, 115, 115)",0.0,0.02,0.03,0.81,0.12,0.0
